date,total_trips,percentage_within_15min,percentage_15_to_30min,percentage_above30min,percentage_Customer,percentage_Subscriber,percentage_Female,percentage_Male
2020-08-04,40178,0.5877345811140425,0.2738563392901588,0.1384090795957987,0.1432375927124297,0.8567624072875704,0.3064861366917218,0.6935138633082782
2020-08-05,72338,0.5482733832840277,0.3010036218861456,0.15072299482982665,0.175274406259504,0.824725593740496,0.33741601924299813,0.6625839807570019
2020-08-06,69976,0.5516034068823596,0.2999742768949354,0.14842231622270494,0.1733165656796616,0.8266834343203384,0.3383588658968789,0.6616411341031211
2020-08-07,52602,0.5808714497547621,0.28312611687768524,0.13600243336755258,0.16495570510626972,0.8350442948937302,0.32175582677464737,0.6782441732253526
2020-08-08,75717,0.4685737681101998,0.326941109658333,0.20448512223146717,0.2485439201236182,0.7514560798763817,0.3621775823130869,0.6378224176869132
2020-08-09,69384,0.4774155424881817,0.3237201660325147,0.1988642914793036,0.24698777816211231,0.7530122218378877,0.3662227602905569,0.6337772397094431
2020-08-10,61268,0.5735783769667689,0.2833616243389698,0.14305999869426128,0.16395181824116994,0.8360481817588301,0.33647254684337663,0.6635274531566233
2020-08-11,66343,0.5610388435856082,0.29443950379090483,0.14452165262348704,0.17085449859065766,0.8291455014093424,0.3345793829039989,0.6654206170960011
2020-08-12,58863,0.5880943886652057,0.2812123065423101,0.13069330479248426,0.15058695615242174,0.8494130438475783,0.3252637480250752,0.6747362519749248
2020-08-13,55655,0.5820680981043931,0.2869463660048513,0.13098553589075554,0.1518461953103944,0.8481538046896056,0.31804869283981674,0.6819513071601833
2020-08-14,72604,0.546801829100325,0.30312379483224067,0.1500743760674343,0.1845077406203515,0.8154922593796485,0.3397058013332599,0.6602941986667401
2020-08-15,77462,0.4732643102424415,0.3302006144948491,0.19653507526270947,0.25745526838966204,0.742544731610338,0.3653404249825721,0.634659575017428
2020-08-16,33050,0.5723146747352497,0.2786081694402421,0.1490771558245083,0.19443267776096823,0.8055673222390318,0.3053857791225416,0.6946142208774584
